ticker,rows,first_date,last_date,universe_source,status,RIC,price_obs,price_first,price_last,esg_first_date,esg_last_date,esg_obs,esg_first_year,esg_last_year,E_nonnull,S_nonnull,G_nonnull,first_year_with_lagged_esg,eligibility_status,price_method,esg_complete,final_status,exclusion_reason
JWN,906390,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JWN.PH^B09,0,,,2009-01-31,2018-02-03,10,2009.0,2018.0,10,10,10,2010.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
K,714059,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,K.B^J07,0,,,2010-01-02,2019-12-28,11,2010.0,2019.0,11,11,11,2011.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
KEY,824397,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KEY,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KHC,309819,20150707,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KHC.O,1004,2015-07-06,2019-06-28,2015-12-31,2018-12-29,5,2015.0,2018.0,4,4,4,2016.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KIM,249109,19980608,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KIM,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KLAC,1081974,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KLAC.O,2640,2009-01-02,2019-06-28,2008-06-30,2017-06-30,10,2008.0,2017.0,10,10,10,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KMB,1072914,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KMB.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KMI,1111329,19970409,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KMI,2108,2011-02-11,2019-06-28,2010-12-31,2018-12-31,9,2010.0,2018.0,8,8,8,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KMX,995511,19970512,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KMX,2640,2009-01-02,2019-06-28,2009-02-28,2018-02-28,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KO,1681071,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KO,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KR,922547,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KR,2640,2009-01-02,2019-06-28,2009-01-31,2018-02-03,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KSS,1228816,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KSS,2640,2009-01-02,2019-06-28,2008-02-02,2017-01-28,10,2008.0,2017.0,10,10,10,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
KSU,1322117,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,KSU.B^J07,0,,,2008-12-31,2017-12-31,10,2008.0,2017.0,10,10,10,2009.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
L,566012,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,L,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LB,1154605,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LB,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
LEG,277449,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LEG.PH^B09,0,,,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
LEN,1002721,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LEN,2640,2009-01-02,2019-06-28,2010-11-30,2019-11-30,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LH,720131,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LH,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LKQ,234192,20071112,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LKQ.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LLY,1732827,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LLY,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LMT,1532512,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LMT,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LNC,700498,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LNC,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LNT,212962,19960610,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LNT.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LOW,1445730,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LOW,2640,2009-01-02,2019-06-28,2009-01-30,2018-02-02,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LRCX,1493215,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LRCX.O,2640,2009-01-02,2019-06-28,2008-06-29,2017-06-25,10,2008.0,2017.0,10,10,10,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LUV,1375699,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LUV,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
LYB,990586,20101018,20190628,raw_options,PENDING_LSEG_RECONCILIATION,LYB,2309,2010-04-28,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,9,9,9,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MA,2487737,20060605,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MA,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MAA,337007,20040116,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAA,2640,2009-01-02,2019-06-28,2014-12-31,2018-12-31,5,2014.0,2018.0,4,4,4,2015.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MAC,361836,20030218,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAC,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MAR,1284770,19970818,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAR.O,2640,2009-01-02,2019-06-28,2009-01-02,2018-12-31,11,2009.0,2018.0,11,11,11,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MAS,672039,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAS,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MAT,1062647,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MAT.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MCD,1727092,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCD,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MCHP,800440,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCHP.O,2640,2009-01-02,2019-06-28,2009-03-31,2018-03-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MCK,1438750,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCK,2640,2009-01-02,2019-06-28,2009-03-31,2018-03-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MCO,770771,20000320,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MCO,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MDLZ,1167689,20010627,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MDLZ.O,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MDT,1820864,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MDT,2640,2009-01-02,2019-06-28,2009-04-24,2018-04-27,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MET,1551044,19970321,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MET,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MGM,1488983,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MGM,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MHK,791348,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MHK,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MKC,346031,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MKC,2640,2009-01-02,2019-06-28,2009-11-30,2018-11-30,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MLM,761284,19970923,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MLM,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MMC,596937,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,0#MCM:,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
MMM,1830319,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MMM,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MNST,1309537,20060725,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MNST.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MO,1772661,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MO,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MON,1457458,19960104,20180606,raw_options,PENDING_LSEG_RECONCILIATION,MON.PH^B09,0,,,2002-12-31,2009-08-31,8,2002.0,2009.0,8,8,8,2003.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
MOS,1562075,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MOS,2640,2009-01-02,2019-06-28,2009-05-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MPC,1272026,20110705,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MPC,2017,2011-06-23,2019-06-28,2010-12-31,2018-12-31,9,2010.0,2018.0,8,8,8,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MRK,1804497,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MRK,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MRO,1456879,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MRO.PH^B09,0,,,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
MS,1737928,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MS,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MSFT,2350128,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MSFT.O,2640,2009-01-02,2019-06-28,2009-06-30,2018-06-30,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MSI,973196,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MSI,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MTB,626001,19970818,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MTB,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MTD,435609,19980908,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MTD,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MU,1863199,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MU.O,2640,2009-01-02,2019-06-28,2010-09-02,2019-08-29,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
MYL,1226543,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,MYL.TH^L08,0,,,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
NAVI,139815,20000413,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NAVI.O,1309,2014-04-17,2019-06-28,2013-12-31,2018-12-31,6,2013.0,2018.0,5,5,5,2014.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NBL,772899,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NBL.PH^B09,0,,,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
NCLH,225178,20130204,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NCLH.K,1622,2013-01-18,2019-06-28,2013-12-31,2018-12-31,6,2013.0,2018.0,5,5,5,2014.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NDAQ,609025,20050426,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NDAQ.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NEE,743996,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NEE,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NEM,1788583,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NEM,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NFLX,3638234,20021119,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NFLX.O,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NFX,817235,19970214,20190213,raw_options,PENDING_LSEG_RECONCILIATION,NFX,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
NI,491228,19970127,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NI,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NKE,1754328,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NKE,2640,2009-01-02,2019-06-28,2008-05-31,2017-05-31,10,2008.0,2017.0,10,10,10,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NLSN,335431,20110203,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NLSN.W^E14,513,2011-02-08,2014-04-29,2008-12-31,2017-12-31,10,2008.0,2017.0,8,8,8,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NOC,1471651,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NOC,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NOV,1598285,19971003,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NOV,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NRG,907348,20000908,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NRG,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NSC,1597833,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NSC,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NTAP,1840776,19961107,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NTAP.O,2640,2009-01-02,2019-06-28,2009-04-24,2018-04-27,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NTRS,506388,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NTRS.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NUE,1623884,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NUE,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NVDA,2051672,19990728,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NVDA.O,2640,2009-01-02,2019-06-28,2009-01-25,2018-01-28,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NWL,707339,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NWL.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
NWSA,217994,20130701,20190628,raw_options,PENDING_LSEG_RECONCILIATION,NWSA.O,1518,2013-06-19,2019-06-28,2011-12-31,2017-06-30,7,2011.0,2017.0,5,5,5,2012.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
O,288682,20070927,20190628,raw_options,PENDING_LSEG_RECONCILIATION,O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
OKE,880843,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,OKE,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
OMC,649599,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,OMC,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
ORCL,1815868,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ORCL.K,2640,2009-01-02,2019-06-28,2009-05-31,2018-05-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
ORLY,636849,19980202,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ORLY.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
